Age,Tenure,MonthlyCharges,Contract,InternetService,PaymentMethod,SupportCalls,Churn
25,27,65.23,Two year,DSL,Mailed check,3,No
78,18,144.7,Month-to-month,Fiber optic,Electronic check,1,No
56,64,116.38,Two year,DSL,Bank transfer,2,No
70,9,100.3,Two year,DSL,Mailed check,2,No
40,56,54.57,Month-to-month,Fiber optic,Credit card,6,No
76,59,63.08,Two year,Fiber optic,Credit card,2,No
56,16,56.35,Month-to-month,Fiber optic,Credit card,9,No
25,15,84.26,Month-to-month,Fiber optic,Electronic check,5,No
75,24,77.46,One year,No,Electronic check,10,Yes
67,63,89.82,Month-to-month,DSL,Bank transfer,8,No
36,25,38.41,Two year,DSL,Bank transfer,0,No
51,7,77.72,Month-to-month,DSL,Mailed check,10,No
42,29,132.47,One year,No,Electronic check,4,No
51,6,34.14,Month-to-month,No,Credit card,4,No
77,38,20.1,Month-to-month,DSL,Bank transfer,6,No
73,13,98.95,Month-to-month,DSL,Electronic check,8,No
31,20,52.53,Month-to-month,DSL,Bank transfer,4,Yes
78,0,89.15,One year,DSL,Bank transfer,7,No
45,1,36.88,One year,Fiber optic,Mailed check,6,No
61,54,144.96,Month-to-month,Fiber optic,Bank transfer,4,No
65,67,106.38,One year,DSL,Bank transfer,0,No
47,28,64.14,Month-to-month,No,Bank transfer,5,Yes
46,1,133.91,Month-to-month,DSL,Credit card,3,No
46,69,118.31,One year,Fiber optic,Bank transfer,6,No
71,29,41.0,One year,Fiber optic,Credit card,5,No
41,26,142.5,Month-to-month,Fiber optic,Mailed check,5,No
35,57,28.0,One year,Fiber optic,Bank transfer,2,No
40,51,145.88,Month-to-month,Fiber optic,Bank transfer,10,No
30,53,45.97,Month-to-month,DSL,Credit card,4,Yes
42,49,29.94,One year,DSL,Mailed check,0,No
25,1,93.75,One year,Fiber optic,Electronic check,2,No
23,23,76.83,One year,Fiber optic,Mailed check,2,No
62,49,71.4,Month-to-month,Fiber optic,Electronic check,10,No
22,65,136.95,One year,DSL,Electronic check,2,No
53,46,21.11,Month-to-month,No,Electronic check,7,No
66,29,56.78,Month-to-month,DSL,Mailed check,8,No
62,65,52.07,Two year,No,Electronic check,0,No
45,40,43.47,One year,Fiber optic,Bank transfer,10,No
30,9,41.26,One year,DSL,Mailed check,0,No
75,29,53.83,Two year,DSL,Electronic check,5,No
69,61,40.45,Two year,DSL,Bank transfer,6,No
55,31,47.55,Month-to-month,Fiber optic,Credit card,0,Yes
23,40,93.58,Month-to-month,Fiber optic,Credit card,1,Yes
20,3,42.37,Month-to-month,Fiber optic,Bank transfer,9,No
37,48,142.77,Month-to-month,DSL,Mailed check,10,No
27,22,59.76,Two year,Fiber optic,Bank transfer,0,No
71,6,92.4,Two year,DSL,Credit card,1,No
30,69,124.17,Month-to-month,Fiber optic,Electronic check,3,No
35,29,117.03,Month-to-month,Fiber optic,Electronic check,7,Yes
78,60,24.33,Month-to-month,Fiber optic,Mailed check,2,Yes
68,51,73.3,Month-to-month,Fiber optic,Bank transfer,2,No
31,64,122.23,Month-to-month,DSL,Credit card,4,Yes
41,31,140.35,Month-to-month,DSL,Credit card,0,No
49,52,110.82,Month-to-month,DSL,Bank transfer,9,Yes
59,68,70.26,Month-to-month,Fiber optic,Bank transfer,0,No
76,47,94.16,One year,No,Credit card,3,No
72,48,118.98,One year,Fiber optic,Electronic check,3,No
78,65,77.14,Month-to-month,DSL,Electronic check,6,No
20,25,136.24,Month-to-month,DSL,Electronic check,3,No
32,39,60.5,Month-to-month,DSL,Mailed check,10,No
52,53,142.73,Month-to-month,No,Bank transfer,0,No
21,66,111.35,Month-to-month,Fiber optic,Bank transfer,2,No
40,58,135.23,Month-to-month,No,Bank transfer,9,No
27,30,145.03,One year,DSL,Credit card,0,Yes
75,57,23.07,One year,No,Mailed check,8,No
21,43,125.69,Two year,Fiber optic,Mailed check,4,No
27,33,70.85,One year,No,Credit card,10,Yes
30,34,44.31,One year,Fiber optic,Electronic check,3,Yes
27,55,83.77,Month-to-month,DSL,Credit card,8,Yes
53,1,105.39,Month-to-month,DSL,Bank transfer,3,No
40,69,39.12,One year,DSL,Bank transfer,5,No
74,14,144.16,Two year,No,Bank transfer,9,No
34,50,135.41,Month-to-month,No,Electronic check,9,Yes
51,67,146.74,Two year,No,Electronic check,4,No
58,15,57.3,Month-to-month,Fiber optic,Bank transfer,10,No
56,43,81.86,Two year,Fiber optic,Electronic check,3,Yes
67,39,132.36,One year,Fiber optic,Electronic check,8,No
30,3,96.49,Month-to-month,Fiber optic,Mailed check,4,Yes
49,47,129.12,Month-to-month,No,Mailed check,5,No
67,70,20.06,Two year,Fiber optic,Electronic check,7,No
71,65,87.71,Month-to-month,Fiber optic,Electronic check,10,Yes
56,67,137.96,Month-to-month,Fiber optic,Electronic check,5,No
58,35,119.46,Month-to-month,No,Electronic check,0,No
71,51,31.79,Two year,Fiber optic,Bank transfer,7,Yes
56,17,123.96,Month-to-month,DSL,Bank transfer,5,No
76,20,58.93,Month-to-month,DSL,Electronic check,9,Yes
25,67,102.7,Month-to-month,DSL,Credit card,3,No
39,21,67.75,Month-to-month,DSL,Electronic check,9,No
24,52,133.16,Two year,Fiber optic,Electronic check,6,Yes
23,63,130.91,One year,DSL,Electronic check,8,No
47,45,140.83,Two year,Fiber optic,Mailed check,3,No
32,4,90.26,Month-to-month,DSL,Bank transfer,6,No
43,69,92.61,Month-to-month,DSL,Electronic check,0,No
45,17,36.24,Month-to-month,DSL,Credit card,1,Yes
56,72,103.45,One year,DSL,Electronic check,5,No
76,12,145.6,Two year,Fiber optic,Electronic check,0,No
70,25,131.46,One year,DSL,Credit card,2,No
41,52,69.41,Two year,No,Credit card,10,No
38,3,52.5,Month-to-month,No,Electronic check,9,No
65,27,65.42,Month-to-month,DSL,Mailed check,3,No
25,65,127.33,One year,Fiber optic,Credit card,9,No
51,66,91.56,Month-to-month,No,Credit card,6,No
44,39,51.27,Month-to-month,Fiber optic,Mailed check,1,No
29,58,98.06,Month-to-month,DSL,Electronic check,1,Yes
56,57,63.44,Month-to-month,Fiber optic,Electronic check,4,No
37,71,98.6,Month-to-month,Fiber optic,Electronic check,3,Yes
29,31,66.09,Month-to-month,No,Electronic check,2,Yes
58,21,118.06,Month-to-month,Fiber optic,Credit card,6,Yes
28,64,84.85,One year,No,Electronic check,7,No
59,34,90.2,Month-to-month,No,Electronic check,4,No
28,43,25.12,Two year,Fiber optic,Mailed check,1,Yes
44,48,142.31,Month-to-month,No,Mailed check,8,No
68,58,26.82,Month-to-month,Fiber optic,Mailed check,5,No
32,71,36.6,One year,No,Electronic check,4,Yes
65,26,32.89,One year,Fiber optic,Mailed check,0,No
62,25,46.47,Month-to-month,DSL,Mailed check,3,No
73,64,75.93,Month-to-month,Fiber optic,Electronic check,5,No
28,23,26.1,Month-to-month,No,Electronic check,8,Yes
62,47,61.99,One year,Fiber optic,Electronic check,10,Yes
76,45,118.73,Month-to-month,Fiber optic,Electronic check,7,Yes
65,32,108.83,Month-to-month,DSL,Bank transfer,0,Yes
29,48,27.47,Month-to-month,No,Electronic check,2,No
68,52,125.88,One year,DSL,Electronic check,7,No
24,13,69.93,Month-to-month,Fiber optic,Bank transfer,6,No
54,13,126.68,Month-to-month,No,Electronic check,7,No
48,33,73.17,One year,No,Mailed check,9,No
50,62,139.83,One year,Fiber optic,Electronic check,0,No
50,27,132.76,Two year,DSL,Electronic check,2,No
19,34,60.43,One year,DSL,Electronic check,0,Yes
49,30,98.37,Two year,DSL,Electronic check,9,No
76,57,77.48,One year,DSL,Electronic check,8,Yes
45,10,79.24,Month-to-month,No,Electronic check,5,No
35,44,77.32,One year,No,Mailed check,10,No
79,47,103.95,Month-to-month,DSL,Credit card,0,No
24,14,73.28,One year,DSL,Bank transfer,2,No
48,13,104.53,Month-to-month,DSL,Credit card,8,No
49,51,59.07,One year,DSL,Mailed check,4,No
47,1,136.63,Month-to-month,DSL,Electronic check,2,No
75,15,138.64,One year,Fiber optic,Electronic check,3,No
44,36,109.48,Two year,DSL,Electronic check,3,No
78,0,95.18,Month-to-month,DSL,Electronic check,5,No
22,2,103.13,Month-to-month,Fiber optic,Bank transfer,2,No
63,46,69.53,Month-to-month,DSL,Mailed check,6,No
54,48,74.6,Two year,Fiber optic,Mailed check,10,No
32,69,86.2,One year,DSL,Credit card,10,No
32,43,59.9,Two year,DSL,Mailed check,4,No
62,8,55.99,One year,Fiber optic,Mailed check,8,No
57,41,88.77,One year,Fiber optic,Credit card,7,Yes
55,1,105.67,Two year,DSL,Mailed check,8,No
21,6,83.88,Month-to-month,No,Bank transfer,0,Yes
55,15,47.41,One year,Fiber optic,Electronic check,9,No
78,9,68.76,Month-to-month,Fiber optic,Bank transfer,9,Yes
19,71,111.76,Two year,Fiber optic,Credit card,5,No
47,48,121.9,Month-to-month,DSL,Electronic check,10,No
48,42,118.57,Month-to-month,Fiber optic,Electronic check,8,Yes
73,2,106.3,Month-to-month,Fiber optic,Electronic check,7,No
35,10,50.28,Month-to-month,Fiber optic,Electronic check,8,No
47,8,72.93,One year,DSL,Bank transfer,7,No
62,45,92.39,One year,DSL,Electronic check,4,No
21,55,144.76,Two year,No,Electronic check,4,No
67,44,43.39,Month-to-month,DSL,Bank transfer,10,No
68,12,98.27,One year,Fiber optic,Bank transfer,9,No
62,19,72.47,One year,No,Credit card,6,No
58,36,74.34,Month-to-month,No,Electronic check,1,Yes
64,32,117.64,Month-to-month,DSL,Mailed check,6,Yes
66,7,105.84,Month-to-month,No,Credit card,8,No
74,31,89.01,Two year,DSL,Electronic check,2,No
44,17,28.09,Month-to-month,No,Electronic check,9,No
46,14,31.9,One year,Fiber optic,Bank transfer,6,No
57,64,87.94,Month-to-month,Fiber optic,Credit card,7,No
29,9,129.62,Two year,Fiber optic,Credit card,0,Yes
71,54,84.78,Two year,No,Mailed check,1,Yes
65,3,93.33,Month-to-month,DSL,Electronic check,2,No
57,13,149.18,Month-to-month,DSL,Credit card,10,No
36,64,51.7,Month-to-month,Fiber optic,Bank transfer,5,No
39,15,88.59,Month-to-month,DSL,Mailed check,10,No
44,4,119.45,Month-to-month,DSL,Bank transfer,4,No
59,34,143.75,Month-to-month,No,Mailed check,0,No
66,17,127.13,Month-to-month,Fiber optic,Credit card,4,Yes
59,46,89.11,Two year,DSL,Credit card,6,No
75,40,104.39,One year,Fiber optic,Bank transfer,10,Yes
77,42,125.35,One year,Fiber optic,Electronic check,6,No
61,2,66.43,Month-to-month,Fiber optic,Mailed check,3,No
40,20,123.55,Month-to-month,DSL,Bank transfer,3,No
55,2,90.64,Two year,No,Bank transfer,1,No
44,69,61.89,Two year,Fiber optic,Electronic check,6,No
57,6,77.55,One year,DSL,Bank transfer,7,No
68,60,139.48,Month-to-month,Fiber optic,Bank transfer,4,No
40,63,95.85,Month-to-month,Fiber optic,Mailed check,10,No
49,47,139.87,One year,DSL,Credit card,4,No
20,59,141.79,Month-to-month,Fiber optic,Electronic check,7,Yes
63,66,105.83,One year,Fiber optic,Electronic check,0,Yes
48,65,28.21,One year,Fiber optic,Electronic check,0,Yes
46,21,140.11,One year,Fiber optic,Credit card,3,No
51,55,117.58,One year,Fiber optic,Electronic check,0,No
31,21,73.51,Two year,No,Bank transfer,10,No
55,9,79.17,Two year,DSL,Electronic check,7,No
64,22,23.34,Month-to-month,DSL,Bank transfer,0,No
39,68,133.3,One year,DSL,Electronic check,7,Yes
26,11,140.44,One year,DSL,Credit card,0,Yes
41,42,34.4,Two year,Fiber optic,Mailed check,9,No
30,10,119.13,Month-to-month,DSL,Electronic check,7,No
41,34,89.31,Two year,Fiber optic,Credit card,10,No
56,66,39.71,One year,DSL,Bank transfer,9,No
25,69,107.32,Two year,Fiber optic,Credit card,9,Yes
64,62,122.12,One year,No,Electronic check,5,No
31,60,90.85,Two year,DSL,Electronic check,7,Yes
73,40,41.96,Two year,No,Bank transfer,2,No
63,2,145.51,Month-to-month,DSL,Credit card,8,No
34,48,83.02,Month-to-month,Fiber optic,Electronic check,4,Yes
52,32,143.47,One year,DSL,Bank transfer,6,Yes
24,17,68.96,Month-to-month,DSL,Mailed check,4,No
24,51,91.79,Month-to-month,No,Electronic check,0,No
77,1,89.22,Month-to-month,No,Electronic check,10,No
67,11,40.09,One year,Fiber optic,Electronic check,6,No
27,32,141.03,Two year,DSL,Electronic check,9,No
35,13,104.12,One year,Fiber optic,Mailed check,10,No
30,48,128.49,Month-to-month,Fiber optic,Bank transfer,1,No
42,58,24.93,Month-to-month,Fiber optic,Mailed check,5,No
36,49,28.17,Two year,DSL,Electronic check,0,No
38,9,72.12,One year,DSL,Credit card,5,Yes
50,44,145.57,Month-to-month,Fiber optic,Bank transfer,2,No
29,68,132.65,One year,No,Bank transfer,2,Yes
72,67,125.82,Two year,Fiber optic,Mailed check,4,No
63,11,119.33,One year,No,Mailed check,10,No
65,15,102.15,Month-to-month,No,Credit card,9,No
28,12,109.7,Month-to-month,Fiber optic,Mailed check,3,No
61,19,70.75,One year,Fiber optic,Mailed check,0,No
69,66,134.76,Two year,No,Electronic check,6,No
28,5,64.44,Month-to-month,Fiber optic,Bank transfer,0,No
64,40,70.04,Month-to-month,No,Bank transfer,9,No
40,68,41.68,Month-to-month,Fiber optic,Bank transfer,1,Yes
66,60,25.37,Month-to-month,DSL,Electronic check,2,No
47,33,48.56,Month-to-month,DSL,Credit card,1,Yes
67,39,33.82,Month-to-month,No,Electronic check,10,No
27,29,88.86,Two year,DSL,Mailed check,2,No
42,48,60.09,Month-to-month,DSL,Bank transfer,5,No
34,71,71.91,Month-to-month,Fiber optic,Electronic check,8,Yes
33,42,80.43,One year,No,Electronic check,8,No
37,31,60.94,One year,No,Bank transfer,7,Yes
41,65,42.91,Two year,Fiber optic,Credit card,8,No
25,24,34.08,Month-to-month,DSL,Credit card,9,No
61,4,135.29,Month-to-month,DSL,Bank transfer,9,No
52,15,64.64,Month-to-month,Fiber optic,Bank transfer,3,No
69,47,71.78,Month-to-month,No,Electronic check,4,Yes
61,32,129.27,Month-to-month,No,Bank transfer,3,No
27,65,67.03,Month-to-month,Fiber optic,Mailed check,8,No
22,50,118.86,Month-to-month,Fiber optic,Credit card,0,No
44,41,47.97,Month-to-month,Fiber optic,Mailed check,5,No
47,66,29.4,Month-to-month,No,Electronic check,5,Yes
32,54,121.65,Month-to-month,Fiber optic,Bank transfer,9,No
66,13,94.55,Two year,No,Mailed check,6,Yes
54,51,39.16,Month-to-month,Fiber optic,Mailed check,0,No
64,50,81.76,Month-to-month,DSL,Bank transfer,2,No
24,68,122.2,Month-to-month,Fiber optic,Mailed check,8,Yes
68,0,149.25,One year,Fiber optic,Credit card,6,Yes
30,11,68.04,Two year,DSL,Credit card,9,No
45,58,73.99,One year,Fiber optic,Mailed check,8,No
45,70,122.88,Month-to-month,Fiber optic,Mailed check,7,No
68,20,26.61,Month-to-month,DSL,Electronic check,8,No
35,70,95.49,Two year,DSL,Bank transfer,9,No
32,2,87.37,Month-to-month,No,Mailed check,1,Yes
39,51,42.56,Month-to-month,DSL,Mailed check,3,No
40,28,81.58,One year,Fiber optic,Mailed check,3,No
29,46,148.57,Month-to-month,Fiber optic,Electronic check,5,No
28,65,123.8,Month-to-month,DSL,Mailed check,1,No
32,41,84.66,Month-to-month,No,Electronic check,8,No
46,16,119.19,Month-to-month,DSL,Credit card,5,No
39,69,65.08,One year,DSL,Credit card,9,No
42,20,37.22,Month-to-month,Fiber optic,Credit card,0,Yes
62,36,65.54,One year,DSL,Bank transfer,3,Yes
32,12,41.69,Month-to-month,Fiber optic,Electronic check,4,Yes
74,63,82.51,One year,Fiber optic,Mailed check,4,No
64,71,146.96,One year,DSL,Credit card,10,No
28,27,122.5,Two year,Fiber optic,Mailed check,1,No
37,31,110.48,One year,Fiber optic,Electronic check,5,No
29,33,68.36,Two year,DSL,Electronic check,0,No
34,69,40.32,Month-to-month,Fiber optic,Bank transfer,5,No
40,44,108.4,Month-to-month,Fiber optic,Electronic check,9,No
26,6,36.36,Month-to-month,No,Electronic check,1,Yes
18,55,89.15,Two year,DSL,Mailed check,1,Yes
45,32,129.86,Two year,No,Bank transfer,0,No
61,4,134.98,Two year,DSL,Electronic check,0,Yes
36,34,80.61,Month-to-month,DSL,Electronic check,2,No
71,4,23.78,Month-to-month,No,Electronic check,4,No
40,18,141.32,Month-to-month,No,Electronic check,0,No
73,53,90.4,One year,No,Electronic check,9,No
32,36,106.9,Month-to-month,Fiber optic,Electronic check,1,No
51,31,146.0,Month-to-month,Fiber optic,Mailed check,5,Yes
65,25,34.44,Month-to-month,No,Credit card,10,No
21,64,125.62,One year,DSL,Electronic check,2,Yes
75,17,141.34,Two year,Fiber optic,Mailed check,3,No
40,68,36.74,Month-to-month,DSL,Mailed check,4,Yes
48,26,148.57,Month-to-month,No,Electronic check,4,No
56,28,147.61,One year,DSL,Electronic check,2,No
57,46,49.14,Two year,No,Bank transfer,0,Yes
19,55,96.54,Month-to-month,Fiber optic,Bank transfer,7,No
71,34,76.21,One year,DSL,Mailed check,4,No
56,46,120.59,One year,No,Credit card,1,No
79,29,145.97,One year,Fiber optic,Bank transfer,6,No
47,56,148.86,Month-to-month,Fiber optic,Electronic check,5,No
56,62,92.8,Month-to-month,Fiber optic,Electronic check,8,No
45,63,115.08,Month-to-month,Fiber optic,Credit card,7,Yes
73,47,148.65,Month-to-month,DSL,Electronic check,9,No
69,20,20.28,Two year,DSL,Credit card,1,No
74,46,38.35,Month-to-month,DSL,Mailed check,1,No
49,45,78.22,Month-to-month,No,Mailed check,9,No
67,16,121.39,Two year,Fiber optic,Electronic check,8,No
40,62,65.1,Month-to-month,No,Electronic check,6,Yes
46,54,72.36,Month-to-month,DSL,Electronic check,10,Yes
65,32,139.12,One year,Fiber optic,Mailed check,1,No
23,2,22.01,One year,DSL,Electronic check,9,No
62,52,51.19,One year,Fiber optic,Bank transfer,0,No
18,15,149.18,One year,No,Mailed check,2,Yes
54,54,48.0,Month-to-month,Fiber optic,Electronic check,8,No
47,30,117.2,Two year,Fiber optic,Credit card,3,No
47,52,31.22,Two year,DSL,Electronic check,8,No
48,64,30.03,One year,Fiber optic,Mailed check,3,No
48,6,64.89,One year,No,Electronic check,8,No
43,2,93.82,One year,DSL,Bank transfer,5,Yes
45,49,105.91,Two year,DSL,Mailed check,5,No
53,32,55.6,Month-to-month,DSL,Bank transfer,4,No
65,50,72.05,Two year,Fiber optic,Credit card,7,No
52,8,143.9,Month-to-month,No,Bank transfer,6,No
57,63,37.36,Month-to-month,Fiber optic,Credit card,1,No
69,16,20.0,Two year,Fiber optic,Bank transfer,10,No
79,9,79.61,One year,DSL,Bank transfer,0,Yes
24,29,145.27,Month-to-month,Fiber optic,Credit card,9,Yes
62,59,132.21,One year,DSL,Credit card,5,No
31,7,54.24,One year,Fiber optic,Electronic check,1,No
30,36,39.17,Month-to-month,DSL,Bank transfer,6,No
67,60,78.52,Month-to-month,DSL,Credit card,3,No
22,37,148.13,Month-to-month,DSL,Mailed check,5,No
70,6,118.28,Two year,Fiber optic,Electronic check,5,No
65,14,127.22,One year,No,Electronic check,7,No
79,42,64.37,Month-to-month,No,Electronic check,7,No
59,47,59.82,Month-to-month,Fiber optic,Electronic check,3,Yes
72,11,22.03,Two year,DSL,Electronic check,10,No
25,28,89.53,Month-to-month,Fiber optic,Credit card,10,Yes
73,7,82.29,Month-to-month,DSL,Mailed check,5,Yes
27,41,47.8,One year,DSL,Bank transfer,4,No
37,33,35.16,Month-to-month,Fiber optic,Electronic check,0,No
25,47,104.23,One year,No,Credit card,4,No
42,25,81.91,Month-to-month,Fiber optic,Bank transfer,8,Yes
64,72,109.78,One year,DSL,Credit card,10,No
34,3,43.38,Month-to-month,Fiber optic,Mailed check,9,No
68,17,28.25,One year,DSL,Mailed check,5,No
55,4,41.84,Month-to-month,Fiber optic,Bank transfer,8,No
56,62,111.64,Month-to-month,DSL,Electronic check,5,Yes
76,21,20.41,Month-to-month,Fiber optic,Bank transfer,6,No
44,2,105.34,One year,No,Electronic check,1,Yes
39,57,74.71,Two year,No,Mailed check,2,Yes
79,65,136.27,Month-to-month,No,Bank transfer,5,No
52,62,90.54,Month-to-month,DSL,Electronic check,1,Yes
56,15,119.1,Month-to-month,Fiber optic,Credit card,2,No
36,4,93.12,Month-to-month,DSL,Mailed check,5,No
31,21,97.48,One year,No,Bank transfer,5,No
28,12,50.11,Two year,DSL,Electronic check,8,No
31,56,67.2,Month-to-month,Fiber optic,Electronic check,4,No
30,24,126.37,Month-to-month,No,Bank transfer,3,No
64,32,147.71,One year,Fiber optic,Credit card,1,No
21,47,70.93,Two year,No,Electronic check,2,No
57,32,87.1,One year,No,Electronic check,2,No
76,20,53.56,Two year,DSL,Credit card,7,No
65,15,46.49,Month-to-month,No,Electronic check,6,No
42,16,93.84,One year,Fiber optic,Electronic check,0,Yes
21,9,29.21,One year,Fiber optic,Credit card,3,No
69,42,115.29,Month-to-month,DSL,Electronic check,6,Yes
18,16,34.08,Two year,DSL,Mailed check,5,No
60,49,27.98,Two year,DSL,Bank transfer,8,No
59,26,47.07,Month-to-month,DSL,Bank transfer,5,No
29,35,136.24,Month-to-month,DSL,Credit card,6,No
63,61,35.38,One year,DSL,Bank transfer,0,No
28,48,97.03,Month-to-month,DSL,Bank transfer,5,No
31,21,79.03,Month-to-month,DSL,Electronic check,4,No
68,0,100.96,Month-to-month,No,Mailed check,7,No
78,53,72.19,Two year,Fiber optic,Electronic check,6,No
34,23,81.19,Month-to-month,Fiber optic,Mailed check,9,No
75,5,147.31,One year,DSL,Mailed check,10,No
74,44,59.99,Month-to-month,No,Bank transfer,3,No
65,58,43.16,Month-to-month,Fiber optic,Bank transfer,2,No
26,47,24.21,One year,Fiber optic,Credit card,8,Yes
36,60,102.35,One year,No,Credit card,10,No
60,14,36.3,One year,No,Bank transfer,2,No
79,62,132.07,Two year,Fiber optic,Mailed check,8,No
68,24,99.46,One year,DSL,Electronic check,2,No
44,38,123.03,Month-to-month,DSL,Mailed check,9,Yes
32,16,112.26,Month-to-month,Fiber optic,Mailed check,9,Yes
77,44,117.79,Two year,Fiber optic,Electronic check,7,No
35,65,147.76,Month-to-month,Fiber optic,Electronic check,0,No
39,71,97.16,Month-to-month,Fiber optic,Credit card,2,No
77,21,60.16,One year,No,Credit card,3,Yes
52,29,98.33,Month-to-month,DSL,Credit card,10,No
34,64,88.63,Month-to-month,Fiber optic,Credit card,9,No
